rsi_window,rsi_long_threshold,rsi_short_threshold,sma_period,objective_value,total_return,annualized_return,volatility,sharpe_ratio,max_drawdown,calmar_ratio,win_rate,avg_win,avg_loss,profit_factor,total_trades,winning_trades,losing_trades
18,50,30,30,0.9716672431011254,-0.754116771382473,-0.33803553611564896,0.7647361785665393,-0.44202895794636016,-0.8981045776114726,-0.3763877220341771,0.20318474972889675,0.007948641943586202,-0.006608186928268559,0.9716672431011254,1222,3560,4407
18,50,30,20,0.9689050520308985,-0.7768844248627341,-0.36830269881274513,0.767055712124574,-0.48015117153958536,-0.9070575153199479,-0.40604117444838445,0.20655213743507791,0.007910157834143365,-0.00657298764354162,0.9689050520308985,1246,3619,4495
18,50,30,10,0.9673752061840291,-0.785815478687144,-0.38161810726020995,0.7659156556720752,-0.4982508249232064,-0.910361138495826,-0.4191941979100195,0.20569602191655728,0.007909214669095752,-0.006567001624333159,0.9673752061840291,1250,3604,4487
16,50,30,20,0.9660348585706761,-0.8131396475681323,-0.41058334658740714,0.7906615511948858,-0.5192908975615594,-0.9239487795691168,-0.4443789046172912,0.21853775469436676,0.007853457174595084,-0.006599143496731481,0.9660348585706761,1300,3829,4717
16,50,30,30,0.9643983714152781,-0.8181209637663758,-0.4201399847410513,0.7870615301108708,-0.5338083093476409,-0.9261898196003835,-0.45362189893463317,0.21368643342274984,0.007886121860601553,-0.006633934055900313,0.9643983714152781,1276,3744,4615
18,65,30,30,0.9641817171489064,-0.5901069331017355,-0.23128085497659356,0.6092493301572174,-0.3796161005493618,-0.8112176872490657,-0.2851033188895253,0.08703841104959763,0.009286181548286051,-0.007555302563598474,0.9641817171489064,588,1525,1944
18,65,30,20,0.9641817171489064,-0.5901069331017355,-0.23128085497659356,0.6092493301572174,-0.3796161005493618,-0.8112176872490657,-0.2851033188895253,0.08703841104959763,0.009286181548286051,-0.007555302563598474,0.9641817171489064,588,1525,1944
18,65,30,40,0.9641817171489064,-0.5901069331017355,-0.23128085497659356,0.6092493301572174,-0.3796161005493618,-0.8112176872490657,-0.2851033188895253,0.08703841104959763,0.009286181548286051,-0.007555302563598474,0.9641817171489064,588,1525,1944
16,50,30,10,0.9637450010385842,-0.8253974876334211,-0.43068152906437573,0.7896915340608607,-0.5453794430968074,-0.9286057275208318,-0.46379374615123087,0.2177387135437475,0.007850405043391467,-0.00659506662087097,0.9637450010385842,1306,3815,4712
18,65,30,10,0.9636886011952155,-0.5918079151745314,-0.23340211256859966,0.6081459621411432,-0.3837929166656703,-0.8111229597462833,-0.2877518257424338,0.086638890474288,0.009294232062729776,-0.007546521810056545,0.9636886011952155,588,1518,1940
18,60,30,30,0.9608046869708825,-0.6950311713946837,-0.3150825050644962,0.660620206414511,-0.47694954227118413,-0.8628236546321728,-0.3651760164118563,0.12048399063980367,0.008789710363413111,-0.007126206352598746,0.9608046869708825,826,2111,2710
18,60,30,20,0.9608046869708825,-0.6950311713946837,-0.3150825050644962,0.660620206414511,-0.47694954227118413,-0.8628236546321728,-0.3651760164118563,0.12048399063980367,0.008789710363413111,-0.007126206352598746,0.9608046869708825,826,2111,2710
18,60,30,40,0.9608046869708825,-0.6950311713946837,-0.3150825050644962,0.660620206414511,-0.47694954227118413,-0.8628236546321728,-0.3651760164118563,0.12048399063980367,0.008789710363413111,-0.007126206352598746,0.9608046869708825,826,2111,2710
18,60,30,10,0.9598688706372505,-0.6995779188208755,-0.32063744925034243,0.6596769408105705,-0.4860522316520005,-0.8642376062638212,-0.37100612947923856,0.12002739569659265,0.008794247649937841,-0.007122931818709423,0.9598688706372505,826,2103,2705
16,60,30,30,0.9585812948908549,-0.7490274695964798,-0.36315801364061917,0.6955284818910822,-0.522132483565912,-0.8876416270251859,-0.4091268396883272,0.13846241652873695,0.008609675327024688,-0.007111477818640214,0.9585812948908549,912,2426,3064
16,60,30,20,0.9585812948908549,-0.7490274695964798,-0.36315801364061917,0.6955284818910822,-0.522132483565912,-0.8876416270251859,-0.4091268396883272,0.13846241652873695,0.008609675327024688,-0.007111477818640214,0.9585812948908549,912,2426,3064
16,60,30,40,0.9585812948908549,-0.7490274695964798,-0.36315801364061917,0.6955284818910822,-0.522132483565912,-0.8876416270251859,-0.4091268396883272,0.13846241652873695,0.008609675327024688,-0.007111477818640214,0.9585812948908549,912,2426,3064
18,50,30,40,0.9585581480951808,-0.8227493630858852,-0.44391655646399863,0.7502165033060012,-0.5917179301012154,-0.9276315501798772,-0.4785483593975633,0.19416699960047942,0.007979995814748054,-0.006638923411578523,0.9585581480951808,1212,3402,4266
16,60,30,10,0.9577475529121141,-0.7527691920271786,-0.36832308970699157,0.6946325236634725,-0.5302416416733065,-0.8887997662391368,-0.41440502540354185,0.13800582158552593,0.008613025878418567,-0.007108558153115398,0.9577475529121141,912,2418,3059
16,50,40,30,0.9576897015110603,-0.9100785444870638,-0.5665218086701616,0.8616663613998674,-0.6574723513051937,-0.9665792908209065,-0.5861100212368713,0.2791507334056275,0.007737071653118567,-0.006434434244568748,0.9576897015110603,1700,4891,6141
18,50,40,30,0.9573010858482285,-0.9019767741392771,-0.5526792115287826,0.8478778140166799,-0.6518382747987672,-0.9623893657112258,-0.5742781780639702,0.2618001255636094,0.0078641663749554,-0.006523875987543396,0.9573010858482285,1624,4587,5776
10,55,30,20,0.9569747780263916,-0.9034351874506752,-0.5518853466642962,0.8584155384290189,-0.6429116458845774,-0.9595906983437404,-0.575125777705905,0.2594030021117516,0.007856605818015786,-0.006543967701324445,0.9569747780263916,1536,4545,5702
16,50,40,20,0.9567443613140093,-0.9150186190526722,-0.5778656309820458,0.86366519143373,-0.6690852389486234,-0.9681016561377103,-0.5969059419725296,0.28228982364020316,0.007713600448838502,-0.006418210940434492,0.9567443613140093,1718,4946,6213
16,50,40,10,0.9564283362031898,-0.9154879643829049,-0.5794781061066142,0.8624490774746567,-0.6718983430342208,-0.9681296543518043,-0.598554236513491,0.2813766337537812,0.007714047493702368,-0.006410250658789674,0.9564283362031898,1722,4930,6203
10,55,30,10,0.95640276555871,-0.9046864841641089,-0.5553602958491457,0.8569521196951942,-0.6480645570334542,-0.9599280208422034,-0.5785436863921257,0.2584327378574282,0.007853411280275271,-0.0065344895897269184,0.95640276555871,1538,4528,5690
12,55,35,20,0.9544604002937462,-0.9137347879622979,-0.5761274312414526,0.8592989911936263,-0.6704621291841287,-0.9664520093060803,-0.5961262697928646,0.2600878945265681,0.007895390925805622,-0.00656723957444334,0.9544604002937462,1580,4557,5740
10,55,35,10,0.9544519722177472,-0.9309218625319274,-0.6110420233123617,0.8881915478498142,-0.6879619883701976,-0.9704070939923058,-0.6296759649586883,0.2930768791735632,0.0077068702696211945,-0.006457460329982848,0.9544519722177472,1724,5135,6421
10,55,35,20,0.9543874286337516,-0.9317823263580985,-0.6129776618292929,0.8896204847888391,-0.6890327643194836,-0.9709115861317604,-0.6313424111782172,0.2941612921636893,0.0077075803333171,-0.006468285977509475,0.9543874286337516,1722,5154,6435
18,50,40,20,0.9533304361184869,-0.9173849024309344,-0.5887549066471802,0.849534658879442,-0.6930322388774144,-0.9678996242932337,-0.6082809537994115,0.26442554648707267,0.00783555601698729,-0.0065003882116633,0.9533304361184869,1648,4633,5858
12,55,35,10,0.9530248663944643,-0.9175576571475187,-0.5861815554599275,0.8577418120195759,-0.6834009339940504,-0.9677889409060347,-0.6056915208300995,0.2589464071685406,0.007890969662238434,-0.006558309547817553,0.9530248663944643,1582,4537,5728
18,50,40,10,0.9529892408286825,-0.9178411789684371,-0.5903257914325942,0.8482982742808095,-0.6958941322061213,-0.9679277998372503,-0.6098861831759074,0.26351235660065064,0.00783645599971834,-0.00649208522699666,0.9529892408286825,1652,4617,5848
12,55,40,20,0.9520268547023344,-0.9411605293743608,-0.638340777993339,0.8965420833284969,-0.7120031394660681,-0.9755236519258554,-0.6543570488866589,0.29633011814394156,0.0077748036705171724,-0.006504200712944225,0.9520268547023344,1768,5192,6519
16,60,40,40,0.9513180610192913,-0.8798566139534449,-0.5303286121367312,0.7822044165018398,-0.6779923520611876,-0.9508949255487135,-0.5577152615791964,0.20723702984989442,0.008134479015048901,-0.006689885451996944,0.9513180610192913,1344,3631,4641
12,55,40,10,0.951184427055546,-0.9421474022264291,-0.6423551900616331,0.8935397258512585,-0.7188882278845223,-0.9758217653230693,-0.6582710212955395,0.2945608127389989,0.0077640028358824725,-0.006481988797393507,0.951184427055546,1770,5161,6499
16,60,40,30,0.9507285377202566,-0.8823857266120044,-0.5352329886139636,0.7823835205373548,-0.6841056522335186,-0.9511436897839289,-0.5627256894650191,0.20763655042520404,0.008128064090037098,-0.006681494243933442,0.9507285377202566,1346,3638,4655
16,60,40,20,0.9507285377202566,-0.8823857266120044,-0.5352329886139636,0.7823835205373548,-0.6841056522335186,-0.9511436897839289,-0.5627256894650191,0.20763655042520404,0.008128064090037098,-0.006681494243933442,0.9507285377202566,1346,3638,4655
16,50,30,40,0.9505006639768501,-0.8711041560990391,-0.5182860448734979,0.7695398186931293,-0.6735012695687106,-0.9485354759029918,-0.5464066005334142,0.20152959305975687,0.007944299839948765,-0.006693616421451437,0.9505006639768501,1252,3531,4409
10,55,30,30,0.9504163744577866,-0.9196618028516278,-0.5965685842130434,0.8426255876879722,-0.70798773848054,-0.9680074885512487,-0.6162850920770119,0.2547799783117402,0.007795597368788968,-0.00653840245885598,0.9504163744577866,1526,4464,5600
12,65,35,40,0.9504126355403175,-0.8591787549416241,-0.5017206819745411,0.7556127169136969,-0.6639918449544115,-0.9384462303250873,-0.5346291196680922,0.18452143142514696,0.008259485878647978,-0.006811183255758029,0.9504126355403175,1176,3233,4125
12,50,35,30,0.9503071363823851,-0.9324609801624095,-0.6230535757360667,0.8647352680625832,-0.7205136632532659,-0.9729465217068475,-0.6403780288386653,0.27606871753895323,0.007714708330714794,-0.0064819001865187645,0.9503071363823851,1660,4837,6058
16,60,40,10,0.9500086854215976,-0.8843096689323494,-0.5395030733640844,0.7811399327923675,-0.6906612384230626,-0.951718410604171,-0.5668725826388044,0.2070087323782889,0.008125953245711436,-0.006674645114558114,0.9500086854215976,1346,3627,4648
12,65,35,20,0.9497630562693332,-0.8621431527765036,-0.5069237516556249,0.755798216234573,-0.6707130828928732,-0.9387580591250424,-0.5399940343820822,0.1849209520004566,0.008252012870858428,-0.006801335649382513,0.9497630562693332,1178,3240,4139
12,65,35,30,0.9497630562693332,-0.8621431527765036,-0.5069237516556249,0.755798216234573,-0.6707130828928732,-0.9387580591250424,-0.5399940343820822,0.1849209520004566,0.008252012870858428,-0.006801335649382513,0.9497630562693332,1178,3240,4139
16,65,30,40,0.9497049834583544,-0.7187377969497635,-0.34829633349358746,0.6445980770242012,-0.5403310154158446,-0.8795378641596178,-0.39599924879456805,0.10227726727926488,0.009023632790264175,-0.007504058417028095,0.9497049834583544,678,1792,2269
16,65,30,30,0.9497049834583544,-0.7187377969497635,-0.34829633349358746,0.6445980770242012,-0.5403310154158446,-0.8795378641596178,-0.39599924879456805,0.10227726727926488,0.009023632790264175,-0.007504058417028095,0.9497049834583544,678,1792,2269
16,65,30,20,0.9497049834583544,-0.7187377969497635,-0.34829633349358746,0.6445980770242012,-0.5403310154158446,-0.8795378641596178,-0.39599924879456805,0.10227726727926488,0.009023632790264175,-0.007504058417028095,0.9497049834583544,678,1792,2269
10,50,30,30,0.9494201848697463,-0.9267287550401941,-0.6117277761138404,0.851714029616557,-0.71823141904712,-0.9697173739136064,-0.6308309952672254,0.2614576793562011,0.0077529271073607416,-0.0065125804418628705,0.9494201848697463,1570,4581,5744
16,50,35,20,0.9493949570166726,-0.9163006746781881,-0.5929944044326825,0.8292625216704543,-0.7150864641008534,-0.9650265674542299,-0.6144850560923106,0.2461617487586325,0.007820440926112626,-0.0065645655533161104,0.9493949570166726,1512,4313,5412
16,65,30,10,0.9492395118788105,-0.7199049842085417,-0.350094724211934,0.6435552359309984,-0.5440010502058458,-0.8794774184688039,-0.3980713055958381,0.10187774670395526,0.009029449507137802,-0.007496447097620754,0.9492395118788105,678,1785,2265
12,55,35,30,0.9491021560035049,-0.9277941084671051,-0.6154910568789045,0.8489436160731751,-0.72500816924201,-0.9719195893689679,-0.633273640753059,0.25946007647965297,0.007841098546715311,-0.006563651743709374,0.9491021560035049,1578,4546,5722
14,50,30,30,0.9490840778550351,-0.9029682986792258,-0.5676372979080466,0.8121547377935106,-0.6989275214354137,-0.9587907660066721,-0.5920345898534618,0.2268135380400662,0.007866025189833759,-0.006645799126594565,0.9490840778550351,1374,3974,4956
12,65,35,10,0.9489648120486011,-0.8643982245027695,-0.5114538993877822,0.7545108943176665,-0.6778615169636614,-0.9394784782139423,-0.5444019328256624,0.18429313395354147,0.008250064095454234,-0.0067938342303364395,0.9489648120486011,1178,3229,4132
12,55,30,20,0.9487996929860567,-0.9085888821475709,-0.5757686286191305,0.8258077996608227,-0.6972186855774566,-0.9622746289372877,-0.5983412752500761,0.2261286456252497,0.008021270183726378,-0.0067044113265800915,0.9487996929860567,1386,3962,4996
16,50,35,30,0.9484160938807499,-0.9169061067600351,-0.5954123566230518,0.8264501953958071,-0.7204455391748009,-0.9656347424598574,-0.6166020446885524,0.24188117116602934,0.00785145938993925,-0.0065923090017882095,0.9484160938807499,1490,4238,5322
16,50,35,10,0.9482365795608507,-0.9191997639425032,-0.6004723517927977,0.8281634998567023,-0.7250649804014518,-0.9660802383979179,-0.6215553614765792,0.24536270760801324,0.007819001562820118,-0.006557314276396361,0.9482365795608507,1518,4299,5406
10,55,35,30,0.9480846563743469,-0.9443132216089424,-0.6547807144199549,0.8746660550533439,-0.7486065231833209,-0.9774036112147406,-0.6699184522207543,0.2897665658352834,0.0076514007049254765,-0.006459609737485485,0.9480846563743469,1716,5077,6343
12,50,40,30,0.9478395297710994,-0.9545949490270049,-0.6811059325569269,0.9002883899976183,-0.7565419482514139,-0.9806906618850343,-0.6945165881846365,0.31076993322298957,0.007628316751577861,-0.006442510832642032,0.9478395297710994,1850,5445,6802
12,50,40,20,0.9476430000301661,-0.9604222435706,-0.6957685693492075,0.92389439631707,-0.753082356731199,-0.9783168063763102,-0.71118942740679,0.3218423605958564,0.007638849649908558,-0.006453979913819545,0.9476430000301661,1888,5639,7043
12,55,30,10,0.9476298778600085,-0.9113188339378634,-0.582665893190098,0.824324042515846,-0.7068408333836719,-0.9632303280695965,-0.6049081680783607,0.22510130700302494,0.008018576760104014,-0.00669468719107103,0.9476298778600085,1388,3944,4985
10,50,35,30,0.9475651660155474,-0.9481341783978909,-0.6646094141648722,0.882155260557574,-0.7533927913605594,-0.9781927050944714,-0.6794258541323775,0.2957593744649278,0.007619471156447,-0.006437356248553549,0.9475651660155474,1762,5182,6473
12,50,35,20,0.9475370457735595,-0.9470976627742927,-0.6589720738084607,0.889709191453021,-0.7406600720087718,-0.9726122860978356,-0.6775280173071702,0.2871982192797215,0.007722515890089939,-0.006501469953908559,0.9475370457735595,1704,5032,6308
18,50,45,30,0.9471724946552407,-0.9525837898921296,-0.6786674780009606,0.8852046454418598,-0.7666786222774465,-0.9810029169162489,-0.6918098471453378,0.30580446321556987,0.007597932572358953,-0.0064092249902588565,0.9471724946552407,1860,5358,6706
14,50,40,30,0.9470338861341868,-0.9488321392504258,-0.6677189893501989,0.8794135691514424,-0.7592775603797991,-0.9789421022962693,-0.6820822066840873,0.2940471434278865,0.007647361942217581,-0.006430099601952128,0.9470338861341868,1776,5152,6470
10,60,30,20,0.9469186388081555,-0.917378664697792,-0.5947890376367422,0.8312646429992944,-0.7155230799792925,-0.9673817777617433,-0.6148441611262528,0.22715598424747446,0.00809794377718968,-0.006717292501209902,0.9469186388081555,1396,3980,5067
10,55,30,40,0.9466002529522936,-0.9223260663954861,-0.610143323204122,0.8219890680512767,-0.7422766882418691,-0.9695675458594911,-0.6292942929141148,0.2422236173734376,0.007869069116400937,-0.0065613330431180655,0.9466002529522936,1494,4244,5377
10,50,35,20,0.9464937014022831,-0.9589319942114108,-0.6932921663491585,0.9125521173294103,-0.7597288452719637,-0.9791288546974651,-0.7080704066916448,0.3129958335711432,0.007624419302442717,-0.006449052591223627,0.9464937014022831,1824,5484,6850
12,55,40,30,0.9463657090798139,-0.9526337315525534,-0.6782785131456024,0.8865611585707052,-0.7650668051362733,-0.9802963340566172,-0.6919117103486263,0.2957593744649278,0.007722985433741629,-0.006498944409065543,0.9463657090798139,1768,5182,6507
10,50,30,20,0.9462347859520005,-0.9468460687587096,-0.6598683260438079,0.8840617831011017,-0.7464052158539524,-0.9728337251266881,-0.6782950765382604,0.28034929513155643,0.0077278048790291026,-0.006517597535217859,0.9462347859520005,1646,4912,6155
16,50,40,40,0.9461410662201692,-0.9381968567449782,-0.6450932453716531,0.8465493789521875,-0.7620267185950975,-0.9773150072936718,-0.6600668572132241,0.26745048798584553,0.007766813446942984,-0.006478121242665155,0.9461410662201692,1674,4686,5938
10,55,35,40,0.9461321391876392,-0.9424371754339523,-0.6552786721105731,0.8540591744541638,-0.7672520730537987,-0.9769322737843671,-0.6707513813339421,0.27703898179327663,0.007707401906999679,-0.006475885819979615,0.9461321391876392,1684,4854,6106
18,50,40,40,0.9456959572291066,-0.9328064542661686,-0.6332192696837442,0.8358882126905686,-0.7575406137688306,-0.9745032252379519,-0.6497867357279666,0.2528394498030934,0.007885743250847052,-0.006555425804033811,0.9456959572291066,1614,4430,5635
18,50,45,10,0.9450911388522104,-0.9568506068579384,-0.6936073480046119,0.8846831890059799,-0.7840177779165685,-0.9826316470774112,-0.7058670968593075,0.30677472746989326,0.007575683275084932,-0.006374470861380835,0.9450911388522104,1880,5375,6759
10,60,30,10,0.9450779709883995,-0.9216114010688468,-0.6058549550710365,0.8295927827633376,-0.7303040330859194,-0.9689082734319567,-0.6252965029651836,0.22595742252154558,0.00809345367581159,-0.006707035219826854,0.9450779709883995,1398,3959,5055
16,65,40,40,0.9449516972806918,-0.8629307842106629,-0.5150095542251915,0.7374228528015231,-0.6983910957853187,-0.9464047418734534,-0.5441747398747236,0.1711660293362251,0.008284003465296116,-0.0068323808201838695,0.9449516972806918,1110,2999,3848
12,50,40,10,0.9449482480077689,-0.9643494669219504,-0.7123095863049547,0.9198905450179989,-0.7743416759338659,-0.9806770987601616,-0.7263446726812574,0.32070087323782887,0.00761157605283328,-0.006433710238773261,0.9449482480077689,1898,5619,7035
14,55,30,20,0.9448943742839688,-0.8970645039994624,-0.5655198784978583,0.781506954345803,-0.7236274422807322,-0.9575071648365939,-0.5906168635243254,0.19964613891901148,0.00817263296962707,-0.0068157459182612845,0.9448943742839688,1260,3498,4439
12,65,40,40,0.9448943049458852,-0.9147181832342464,-0.5989062600192163,0.799238145831047,-0.7493464409115186,-0.9591807280815854,-0.6243935501259101,0.22413104274870155,0.00797801986279161,-0.00665131659791064,0.9448943049458852,1382,3927,4985
18,50,35,30,0.9447467967238785,-0.9200512110522909,-0.6066080954085568,0.8157598450739465,-0.7436111241214248,-0.9661692446870748,-0.6278486908419719,0.22881114091661434,0.007958137688070454,-0.006666024286010997,0.9447467967238785,1428,4009,5066
12,50,40,40,0.9447076625650684,-0.9535649244935029,-0.6854410318319754,0.8724599930342217,-0.7856417913767759,-0.981262551244909,-0.6985296962187841,0.29399006905998515,0.007672627744253746,-0.006456992171542763,0.9447076625650684,1798,5151,6479
18,50,45,20,0.9446544547242129,-0.958318202705233,-0.6982232636679023,0.8870509129638703,-0.7871287357508656,-0.9833003826225806,-0.7100813505285707,0.30791621482792075,0.0075806307979829355,-0.00639397603038061,0.9446544547242129,1878,5395,6771
14,55,30,30,0.9443668126062933,-0.8984462315647668,-0.5685074715925751,0.7813181487826716,-0.7276260924929685,-0.9580775562365916,-0.59338356053942,0.19930369271160323,0.008171594966463374,-0.0068239013306461765,0.9443668126062933,1258,3492,4428
16,65,40,30,0.9442689275657512,-0.8658161988819085,-0.5200738760599268,0.737612882723188,-0.7050769966759116,-0.946676253189708,-0.5493682495019839,0.17156554991153472,0.008275891632846125,-0.006821750056670089,0.9442689275657512,1112,3006,3862
16,65,40,20,0.9442689275657512,-0.8658161988819085,-0.5200738760599268,0.737612882723188,-0.7050769966759116,-0.946676253189708,-0.5493682495019839,0.17156554991153472,0.008275891632846125,-0.006821750056670089,0.9442689275657512,1112,3006,3862
16,50,45,30,0.9442026571547514,-0.9629264639923297,-0.7125626670276237,0.8981710332769764,-0.7933485278720683,-0.9851395125526128,-0.7233114274152802,0.31887449346498487,0.007552251243790616,-0.006400443054799531,0.9442026571547514,1920,5587,6982
14,50,35,30,0.9441123471293298,-0.9382947892447873,-0.6454483616204002,0.8459084440220336,-0.7630239019148366,-0.9742735053751196,-0.6624919574015168,0.257177101763598,0.007774690502810271,-0.006560564637914082,0.9441123471293298,1578,4506,5656
14,50,30,40,0.9439084192972008,-0.9064239218887385,-0.58409365369496,0.7865168484352661,-0.7426333648884745,-0.9623495313406266,-0.6069454337253876,0.2119171280178072,0.007952176456873584,-0.006693993969012593,0.9439084192972008,1330,3713,4673
16,65,40,10,0.9438031193647022,-0.8665696171560501,-0.5219178782710439,0.73622752937539,-0.7089083978071766,-0.9467279806966196,-0.5512859965193035,0.17099480623252097,0.0082737846096159,-0.006811262001977101,0.9438031193647022,1112,2996,3856
10,50,35,40,0.9436097776306939,-0.9485435661089563,-0.6739483284977704,0.8544711666804135,-0.7887315040904573,-0.9794713069122578,-0.6880735798400918,0.2783516922550083,0.007690454652653125,-0.006465148131858251,0.9436097776306939,1714,4877,6148
12,50,35,10,0.9435832901891333,-0.9545359329448498,-0.6846801026629741,0.8867043420516417,-0.7721627945102566,-0.9767757603632403,-0.7009593505968631,0.2862279550253981,0.007698331433430732,-0.006489365113585728,0.9435832901891333,1716,5015,6305
12,50,30,30,0.9433708086260466,-0.9312220316168719,-0.6301350997003374,0.8315450699448713,-0.7577882696630182,-0.9701739437804616,-0.6495073422039144,0.24256606358084584,0.0077972122568497415,-0.0065979315644757505,0.9433708086260466,1468,4250,5324
18,60,40,40,0.9432433883826422,-0.8864579649248867,-0.5513684337968336,0.7592598937984311,-0.7261919644384791,-0.9528626792397155,-0.5786441696265907,0.18132526682266994,0.008386049314351648,-0.006850740580789543,0.9432433883826422,1236,3177,4123
14,50,40,20,0.9431290364533074,-0.9608583287431587,-0.7036145931118101,0.9012235417487964,-0.780732593543293,-0.980551405451008,-0.7175703274711845,0.30009702642543234,0.0076709994906476,-0.006460162320778999,0.9431290364533074,1804,5258,6620
14,55,30,10,0.9430566544666776,-0.9019036157303916,-0.5762779170358321,0.7802359314843552,-0.7385944350697815,-0.9593156476537396,-0.6007177287739154,0.19861880029678672,0.008172955682009651,-0.006809495288071001,0.9430566544666776,1262,3480,4429
18,50,35,20,0.9429672024350458,-0.9266187907828539,-0.6224962453036582,0.8177526426646774,-0.7612280447975455,-0.9685548481044917,-0.6427062406655785,0.23212145425489414,0.007920730751599879,-0.006634679426062391,0.9429672024350458,1450,4067,5149
18,50,35,10,0.942947858965901,-0.9260651211019556,-0.6214529600004925,0.8165439339799339,-0.7610771865898944,-0.9681696027673561,-0.6418843952796802,0.23132241310427487,0.007922725467655083,-0.006625221664523128,0.942947858965901,1454,4053,5140
12,50,35,40,0.9429397800209361,-0.9410848381221044,-0.6564894196340678,0.836042597061196,-0.7852344150187058,-0.977611981811667,-0.6715234999651813,0.25906055590434335,0.007780514985762797,-0.00651580095518454,0.9429397800209361,1616,4539,5748
12,55,30,30,0.9428194871120672,-0.9232618704426021,-0.6146005548258253,0.8150254233323598,-0.7540875870018068,-0.9683301716440568,-0.6347014405038522,0.2254437532104332,0.0079601976269052,-0.006700770667736039,0.9428194871120672,1384,3950,4977
12,55,40,40,0.9428175830233566,-0.955751421734734,-0.6937454149197471,0.8694226617921148,-0.7979380402734735,-0.9817965709091871,-0.7066081054625278,0.2886250784772559,0.007716256812650873,-0.006482030230943987,0.9428175830233566,1758,5057,6385
16,50,45,10,0.9427558942810348,-0.96557707652169,-0.7230194536000307,0.8982058809247889,-0.8049596077634372,-0.9861695142211941,-0.7331594043150073,0.3204725757662234,0.0075308112052731545,-0.006370271173519964,0.9427558942810348,1944,5615,7041
14,50,30,20,0.9427470824567903,-0.9303400791267302,-0.6259351419635251,0.8371922001639995,-0.7476600257872794,-0.9638287092310805,-0.6494257080834219,0.23457565207465328,0.007879228919705383,-0.006671253619787105,0.9427470824567903,1416,4110,5149
10,60,35,20,0.9427280752802244,-0.9479338610673825,-0.6690657941216944,0.8648263824944469,-0.7736417478290685,-0.9786655288183046,-0.6836511294410889,0.2632840591290451,0.007891856589625487,-0.006605677810428074,0.9427280752802244,1598,4613,5846
18,60,40,30,0.9427202249529466,-0.8882821560761452,-0.5549707635441429,0.7593070017296821,-0.7308911445303856,-0.9528626792397153,-0.5824247036172635,0.18143941555847268,0.008383095499007023,-0.006843163588290309,0.9427202249529466,1238,3179,4131
18,60,40,20,0.9427202249529466,-0.8882821560761452,-0.5549707635441429,0.7593070017296821,-0.7308911445303856,-0.9528626792397153,-0.5824247036172635,0.18143941555847268,0.008383095499007023,-0.006843163588290309,0.9427202249529466,1238,3179,4131
12,55,35,40,0.942630254420811,-0.9394412313360998,-0.6527678911950632,0.8324628161828526,-0.7841405988416917,-0.9767092283585008,-0.6683339035222722,0.2531248216426003,0.007837567200124126,-0.006556743811896528,0.942630254420811,1574,4435,5624
12,65,40,20,0.9424174200456793,-0.922718048815352,-0.6176914679190884,0.8008242136676095,-0.7713196696316025,-0.9624057852918366,-0.6418201941001235,0.22527253010672907,0.007974025811730867,-0.006655348493655297,0.9424174200456793,1388,3947,5018
